nofinesset;nofinessej;rs;rslongue;complrs;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
750026320;750026312;PHARM DE LA QUINTINIE;;;44;;RUE;LA QUINTINIE;;75;PARIS;75015;PARIS;142509098;145324306;2005-03-15;1943-05-27;2009-07-10;48.8373162, 2.3031384;48.8373162;2.3031384
750025355;750025330;PHARMACIE DANAN;;;119;;RUE;CAMBRONNE;;75;PARIS;75015;PARIS;145671518;147345813;1991-09-02;1943-05-24;2009-07-10;48.8418356, 2.3032547;48.8418356;2.3032547
750026783;750026775;PHARMACIE DES MORILLONS;;PHARMACIE DES MORILLONS;85;;RUE;DES MORILLONS;;75;PARIS;75015;PARIS;148281737;145338923;2005-04-01;1943-05-11;2009-07-13;48.8320136, 2.3041177;48.8320136;2.3041177
750027120;750027112;PHARMACIE VOLONTAIRES;;;198;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS;147348149;145664090;2007-10-15;1942-11-10;2009-07-07;48.8414481, 2.3075536;48.8414481;2.3075536
750025207;750025181;GRANDE PHARMACIE DE L ARRIVEE;;;6;;RUE;DE L ARRIVÉE;;75;PARIS;75015;PARIS;145486120;145481631;2008-05-08;1944-01-17;2009-07-10;48.84367615, 2.322312;48.84367615;2.322312
750027773;750027765;PHARMACIE EXELMANS;;;77;;BOULEVARD;EXELMANS;;75;PARIS;75016;PARIS;146512392;146511603;1997-10-15;1942-11-24;2009-01-07;48.8433062, 2.2594422;48.8433062;2.2594422
750028284;750028276;SELARL LA PHARMACIE DU LYCEE;;;181;;AVENUE;DE VERSAILLES;;75;PARIS;75016;PARIS;142887664;142887664;2012-10-15;1942-11-17;2012-10-19;48.8400463, 2.2640942;48.8400463;2.2640942
750028185;750028177;GRANDE PHARMACIE D AUTEUIL;;;4;;RUE;POUSSIN;;75;PARIS;75016;PARIS;142880771;142881550;2006-06-01;1942-11-17;2007-07-12;48.8489965, 2.2657409;48.8489965;2.2657409
750028367;750028342;PHARM LAMOTHE;;;167;;AVENUE;DE VERSAILLES;;75;PARIS;75016;PARIS;142883337;145209142;1996-02-13;1942-11-17;2009-04-29;48.8409897, 2.2657799;48.8409897;2.2657799
750027955;750027930;PHARM PONSARD;;;4;;CHS;MUETTE;1 RUE FRANCOIS PONSARD;75;PARIS;75016;PARIS;142881830;142881830;2010-01-18;1942-11-17;2010-01-11;48.8581869, 2.27416545;48.8581869;2.27416545
750027807;750027781;SELARL PHARMACIE LA FONTAINE;;;4;;RUE;LA FONTAINE;;75;PARIS;75016;PARIS;142887951;142887950;2012-07-01;1943-06-01;2012-09-03;48.853056, 2.275432;48.853056;2.275432
750029233;750029225;PHARM DE LA TOUR;;;72;;RUE;DE LA TOUR;;75;PARIS;75016;PARIS;145030453;145042188;1994-08-30;1944-03-22;2009-07-13;48.8627304, 2.276455;48.8627304;2.276455
750029050;750029043;SELARL PHARMACIE BRIOT;;PHARMACIE BRIOT;66;;RUE;DE LA POMPE;;75;PARIS;75016;PARIS;145047346;145047292;2011-05-01;1943-09-11;2011-07-22;48.8631773, 2.2766324;48.8631773;2.2766324
750029332;750029324;PHARMACIE LAMARTINE;;;132;;AVENUE;VICTOR HUGO;;75;PARIS;75016;PARIS;147278785;147273704;1993-06-28;1942-11-13;2009-07-13;48.86743307, 2.28001684;48.86743306999999;2.28001684
750029456;750029431;PHARM VOILLOT;;;1;;RUE;RAYNOUARD;7 RUE D ALBONI;75;PARIS;75016;PARIS;140501414;142887066;2005-03-14;1943-04-24;2009-07-13;48.8552049, 2.2804734;48.8552049;2.2804734
750029217;750029191;PHARMACIE DE CHAILLOT;;PHARMACIE DE CHAILLOT;2;;RUE;SCHEFFER;19 RUE FRANKLIN;75;PARIS;75016;PARIS;145240140;145246701;2013-03-18;1942-11-24;2013-04-04;48.86297296, 2.28059361;48.86297296;2.28059361
750027682;750027674;PHARMACIE PASSY CHERNOVIZ;;;13;;RUE;CHERNOVIZ;;75;PARIS;75016;PARIS;140506572;142882091;2008-10-01;1942-11-17;2010-08-25;48.85772601, 2.28132203;48.85772601;2.28132203
750028987;750028961;PHARM PLACE DE MEXICO;;;91;;RUE;DE LONGCHAMP;9 PLACE DE MEXICO;75;PARIS;75016;PARIS;147279228;147275973;1999-03-22;1942-11-24;2009-07-13;48.8656041, 2.28297606;48.8656041;2.28297606
750028953;750028946;PHARMACIE MOREAU;;;5;;PL;DE MEXICO;;75;PARIS;75016;PARIS;147278195;147270339;1996-07-31;1942-11-17;2009-02-12;48.86537774, 2.28305898;48.86537774;2.2830589800000007
750028607;750028581;PHARM BOUJENAH;;;63;;AVENUE;DE LA GRANDE ARMEE;;75;PARIS;75016;PARIS;145005634;145002859;2000-02-28;1943-04-28;2009-04-29;48.8760522, 2.28688359;48.8760522;2.28688359
750028805;750028797;PHARM LENGRONNE;;;99;;RUE;LAURISTON;;75;PARIS;75016;PARIS;147278094;147559418;1995-04-27;1942-11-17;2009-05-15;48.8671346, 2.28771685;48.86713460000001;2.28771685
750028771;750028763;PHARMACIE SELARL DU DOME;;;33;;RUE;LAURISTON;;75;PARIS;75016;PARIS;147271486;155730443;2004-03-01;1942-11-17;2010-08-25;48.87079614, 2.29154313;48.87079614000001;2.291543130000001
750029282;750029274;PHARM DE L ARC DE TRIOMPHE;;;6;;AVENUE;VICTOR HUGO;;75;PARIS;75016;PARIS;145009254;145001562;1977-08-23;1942-11-11;2007-07-23;48.87282953, 2.29283407;48.872829530000004;2.2928340700000005
750028755;750028730;PHARMACIE DE LA PEROUSE;;;37;;RUE;LA PEROUSE;;75;PARIS;75016;PARIS;145006066;145001764;1998-06-26;1942-11-17;2009-05-15;48.87223248, 2.29515087;48.87223248;2.29515087
750031171;750031163;PHARM CAILLAULT;;;2;;RUE;PIERRE DEMOURS;;75;PARIS;75017;PARIS;145746523;;1992-02-28;1943-05-28;2009-07-13;48.8797253, 2.2914609;48.8797253;2.2914609
750029472;750029464;PHARMACIE CLAY;;;40;;RUE;DES ACACIAS;;75;PARIS;75017;PARIS;143801826;140530285;1986-12-30;1942-11-24;2009-02-13;48.8772108, 2.2925204;48.8772108;2.2925204
750030082;750030074;PHARMACIE STE ODILE;;;191;;RUE;DE COURCELLES;;75;PARIS;75017;PARIS;143804677;;1989-11-13;1942-11-24;2009-07-13;48.8873383, 2.2947653;48.8873383;2.2947653
750030116;750030090;PHARMACIE SULTAN;;;214;;RUE;DE COURCELLES;;75;PARIS;75017;PARIS;147649387;147644417;2013-10-15;1943-09-11;2013-10-24;48.88726204, 2.29513134;48.88726204;2.29513134
750031221;750031213;PHARMACIE COURCELLES  DEMOURS;;MLLE ANNICK OURY;162;;RUE;DE COURCELLES;94 RUE PIERRE DEMOURS;75;PARIS;75017;PARIS;147636067;147638303;2007-06-01;1943-05-28;2008-11-24;48.8832923, 2.2991265;48.8832923;2.2991265
750030017;750029993;PHARMACIE DE LA CROIX D OR;;;85;;RUE;DE COURCELLES;;75;PARIS;75017;PARIS;147635363;147663896;1985-04-16;1942-11-24;2009-07-13;48.8798862, 2.3022233;48.8798862;2.3022233
750031155;750031130;M PHILIPPE SAADA;;PHARMACIE DE LA ROTONDE;1;;RUE;DE PHALSBOURG;2 R DE LOGELBACH;75;PARIS;75017;PARIS;147630276;147630919;2010-05-17;1942-11-24;2011-07-21;48.8811572, 2.3089316;48.8811572;2.3089316
750030736;750030710;PHARMACIE BATIGNOLLES MONCEAU;;;48;;RUE;LEGENDRE;;75;PARIS;75017;PARIS;147630692;147635600;1989-08-28;1942-11-24;2009-07-13;48.8849116, 2.3156517;48.8849116;2.3156517
750029670;750029662;SELARL PHARMACIE ZAIDI;;PHARMACIE ZAIDI;1;;RUE;BERZELIUS;;75;PARIS;75017;PARIS;146274035;146274035;2010-10-18;1943-06-01;2011-07-21;48.8932294, 2.3189159;48.8932294;2.3189159
750029571;750029563;PHARMACIE DE LA MAIRIE;;;27;;RUE;DES BATIGNOLLES;;75;PARIS;75017;PARIS;145225278;145227877;1987-08-31;1943-06-30;2010-08-25;48.8846191, 2.3212808;48.8846191;2.3212808
750030637;750030611;PHARM CASTAGNET;;;58;;RUE;DE LA JONQUIERE;;75;PARIS;75017;PARIS;146270886;146277660;1989-03-31;1943-05-05;2009-02-10;48.8938465, 2.3219921;48.8938465;2.3219921
750029936;750029910;SELAS GRANDE PHARMACIE BROCHANT;;GRANDE PHARMACIE BROCHANT;142;;AVENUE;DE CLICHY;;75;PARIS;75017;PARIS;142639678;142639678;2012-04-02;1943-04-28;2012-05-30;48.8893683, 2.3223298;48.8893683;2.3223298
750029506;750029480;PHARMACIE DES BATIGNOLLES;;;34;;BOULEVARD;DES BATIGNOLLES;;75;PARIS;75017;PARIS;145224366;145224366;2004-07-26;1942-11-24;2009-02-13;48.8829808, 2.3237818;48.8829808;2.3237818
750030306;750030280;PHARMACIE  DAUNY;;;40;;RUE;DU DOCTEUR HEULIN;;75;PARIS;75017;PARIS;142282638;153311396;1998-07-06;1942-11-24;2009-07-13;48.8910658, 2.3246364;48.8910658;2.3246364
750030132;750030124;PHARMACIE DES DAMES;;;6;;RUE;DES DAMES;;75;PARIS;75017;PARIS;145224914;145224914;2008-05-05;1944-04-28;2008-09-11;48.8855643, 2.3258714;48.8855643;2.3258714
750031452;750031445;PHARMACIE SOUIED;;;121;;AVENUE;DE SAINT OUEN;;75;PARIS;75017;PARIS;146272232;146275566;1988-07-13;1942-11-24;2009-02-13;48.8901483, 2.3264696;48.8901483;2.3264696
750032120;750032112;PHARMACIE DE L HIPPODROME;;;15;;RUE;CAVALLOTTI;;75;PARIS;75018;PARIS;145223654;145223654;2006-10-01;1943-12-31;2009-01-12;48.8864826, 2.3278676;48.8864826;2.3278676
750049629;750049611;PHARMACIE FARSI;;;234;;RUE;CHAMPIONNET;;75;PARIS;75018;PARIS;146274418;144853189;2011-03-15;2010-08-16;2011-04-15;48.8934654, 2.328999;48.8934654;2.328999
750033300;750033292;PHARM BRUNET;;;4;;RUE;ORDENER;;75;PARIS;75018;PARIS;146076853;146076853;1988-04-07;1944-01-24;2009-07-15;48.8939071, 2.3343602;48.8939071;2.3343602
750033334;750033326;PHARM LABRELY;;;28;;RUE;ORDENER;;75;PARIS;75018;PARIS;146065434;146065434;1995-04-01;1947-09-15;2009-07-15;48.8939071, 2.3343602;48.8939071;2.3343602
750032336;750032310;PHARMACIE PIGALLE;;;34;;BOULEVARD;DE CLICHY;;75;PARIS;75018;PARIS;146063096;146067509;2006-01-09;1943-05-05;2010-08-25;48.88275839, 2.3364374;48.88275839;2.3364374
750031932;750031924;PHARMACIE DAUBIE;;;40;;RUE;DES ABBESSES;;75;PARIS;75018;PARIS;146062130;146068161;1990-06-26;1942-12-31;2009-01-12;48.8853267, 2.3365487;48.8853267;2.3365487
750033003;750032997;PHARMACIE DE LA PROVIDENCE;;M JOURNO PHILIPPE;90;;RUE;DES MARTYRS;;75;PARIS;75018;PARIS;146060251;146060426;2000-03-14;1942-12-30;2009-02-23;48.8837329, 2.3397952;48.8837329;2.3397952
750033672;750033664;PHARMACIE DU MARCHE;;;35;;AVENUE;PTE CLIGNANCOURT;;75;PARIS;75018;PARIS;146063923;146065816;2006-04-01;1943-04-14;2010-08-25;48.900086, 2.344371;48.900086;2.344371
750033482;750033474;PHARMACIE EUROPEENNE;;;16;;BOULEVARD;ORNANO;;75;PARIS;75018;PARIS;142571720;142571932;1994-06-09;1943-05-24;2009-07-15;48.8964073, 2.3456278;48.8964073;2.3456278
750033573;750033565;PHARM CAILLO;;;56;;BOULEVARD;ORNANO;;75;PARIS;75018;PARIS;146062890;;1988-09-01;1943-05-05;2009-07-15;48.8964073, 2.3456278;48.8964073;2.3456278
750032351;750032344;SELARL PHARMACIE AHOUDAYG;;PHARMACIE SAINT PIERRE;5;;RUE;DE CLIGNANCOURT;2 R D ORSEL;75;PARIS;75018;PARIS;146065530;146064405;2011-04-01;1942-12-31;2011-08-30;48.8840108, 2.3469617;48.8840108;2.3469617
750033235;750033227;LA PHARMACIE HERBORISTE DE PARIS;;;37;;BOULEVARD;NEY;;75;PARIS;75018;PARIS;146067345;146067345;2002-04-23;1943-05-10;2009-07-15;48.8982027, 2.3527857;48.8982027;2.3527857
750033037;750033011;PHARMACIE SEFIANI;;;19;;RUE;MARX DORMOY;;75;PARIS;75018;PARIS;146074928;146074928;2008-02-01;1942-12-30;2009-02-03;48.8889521, 2.359872;48.8889521;2.359872
750035156;750035131;PHARM ILLOUZ;;;28;;RUE;RIQUET;;75;PARIS;75019;PARIS;140346854;140346854;1985-02-28;1942-12-23;2009-07-15;48.8892369, 2.3710425;48.8892369;2.3710425
750035016;750034993;PHARMACIE ROBERT;;;44;B;RUE;DE MEAUX;;75;PARIS;75019;PARIS;142087303;142451973;2001-01-03;1943-04-28;2009-05-11;48.8809687, 2.3730635;48.8809687;2.3730635
750034902;750034894;PHARMACIE DE L OURCQ;;;148;;AVENUE;JEAN JAURES;;75;PARIS;75019;PARIS;142082771;142082863;2006-09-01;1942-12-23;2008-10-22;48.8842247, 2.3760131;48.8842247;2.3760131
750034803;750034795;PHARM JAURES;;;76;;AVENUE;JEAN JAURES;;75;PARIS;75019;PARIS;142063164;;2005-06-28;1942-12-30;2009-05-11;48.8842247, 2.3760131;48.8842247;2.3760131
750035032;750035024;PHARMACIE SILLAM;;PHARMACIE DE L OURCQ;85;;RUE;DE L OURCQ;;75;PARIS;75019;PARIS;140354130;142098079;2013-04-01;1981-12-22;2013-10-07;48.89304131, 2.37756908;48.89304131;2.3775690800000002
750035321;750035313;GRANDE PHARMACIE DE STALINGRAD;;;27;;AVENUE;DE FLANDRE;;75;PARIS;75019;PARIS;146072771;146072746;2007-07-01;1942-12-30;2009-07-16;48.8931234, 2.3801748;48.8931234;2.3801748
750008641;750008633;PHARMACIE SAINT EUSTACHE;;;23;;RUE;MONTORGUEIL;;75;PARIS;75001;PARIS;142362426;142362435;2008-02-01;1942-11-12;2009-01-13;48.864107, 2.3464971;48.864107;2.3464971
750008930;750008922;PHARMACIE DES CAPUCINES;;;8;;RUE;DES CAPUCINES;;75;PARIS;75002;PARIS;142610307;142612549;1993-03-26;1943-06-08;2010-08-25;48.8687628, 2.3297223;48.8687628;2.3297223
750008963;750008955;PHARMACIE DE CHOISEUL;;;23;;RUE;DE CHOISEUL;;75;PARIS;75002;PARIS;147426732;147420180;1995-06-30;1943-09-16;2007-07-16;48.8705556, 2.3358864;48.8705556;2.3358864
750009391;750009383;PHARMACIE ROSSI NAHON;;;22;;RUE;DE TURBIGO;;75;PARIS;75002;PARIS;140280595;140280595;1974-06-11;1943-09-03;2009-02-27;48.8637502, 2.3487856;48.8637502;2.3487856
750009680;750009672;SELARL PHARMACIE BEAUBOURG;;PHARMACIE BEAUBOURG;54;;RUE;RAMBUTEAU;;75;PARIS;75003;PARIS;148877819;148874722;2013-01-01;1943-05-15;2013-01-17;48.8616411, 2.3519859;48.8616411;2.3519859
750009862;750009854;PHARM CROULARD;;;191;;RUE;DU TEMPLE;;75;PARIS;75003;PARIS;142726797;;1976-03-12;1942-11-12;2010-08-25;48.865802, 2.360647;48.865802;2.360647
750010563;750010530;PHARMACIE PREMIERE;;;24;;BOULEVARD;SEBASTOPOL;;75;PARIS;75004;PARIS;148876230;148871538;2009-11-16;1943-07-06;2010-08-25;48.86059463, 2.34938979;48.86059463;2.3493897899999996
750010084;750010076;PHARMACIE DU CENTRE POMPIDOU;;;20;;RUE;BEAUBOURG;;75;PARIS;75004;PARIS;142729600;142729600;1994-07-29;1943-05-27;2008-11-25;48.8620321, 2.3538673;48.8620321;2.3538673
750010035;750010001;PHARMACIE DES ARCHIVES;;;2;;RUE;DES ARCHIVES;;75;PARIS;75004;PARIS;142784556;142744559;2009-01-01;1942-11-12;2010-08-25;48.8571393, 2.3541161;48.8571393;2.3541161
750010282;750010274;SELAS PHIE DU MARAIS SAINT PAUL;;;26;;RUE;DU PONT LOUIS PHILIPPE;;75;PARIS;75004;PARIS;142720203;142721750;2012-04-30;1943-05-19;2012-05-30;48.8559303, 2.3565155;48.8559303;2.3565155
750010431;750010423;PHARMACIE DU MARAIS;;;119;;RUE;SAINT ANTOINE;;75;PARIS;75004;PARIS;142722044;142783411;2008-03-01;1943-02-03;2010-08-25;48.8551245, 2.3604541;48.8551245;2.3604541
750012106;750012072;PHARMACIE INTERNATIONALE SAINT MICHEL;;;71;;BOULEVARD;SAINT MICHEL;;75;PARIS;75005;PARIS;143541436;143545909;2009-07-09;1943-05-05;2009-08-12;48.8463255, 2.3405042;48.8463255;2.3405042
750011967;750011942;PHARMACIE DU VAL DE GRACE;;;6;;PL;ALPHONSE LAVERAN;;75;PARIS;75005;PARIS;143265650;143265650;1994-09-29;1942-11-08;2009-02-27;48.8407915, 2.3406684;48.8407915;2.3406684
750011934;750011892;PHARMACIE SAINT JACQUES;;;243;;RUE;SAINT JACQUES;;75;PARIS;75005;PARIS;143542579;140460189;2004-12-01;1942-11-11;2009-02-27;48.8428621, 2.3414429;48.8428621;2.3414429
750012247;750012221;PHARMACIE SOUFFLOT;;;17;;RUE;SOUFFLOT;;75;PARIS;75005;PARIS;143545667;143298322;2002-02-15;1942-11-11;2009-02-27;48.8470255, 2.3416572;48.8470255;2.3416572
750010985;750010977;MME FATIMA HADJAHMED;;;51;;RUE;GAY LUSSAC;;75;PARIS;75005;PARIS;143542006;143297440;2012-07-01;1943-05-15;2012-07-16;48.8415478, 2.3435741;48.8415478;2.3435741
750011173;750011140;PHARMACIE NOTRE DAME;;;11;;RUE;LAGRANGE;;75;PARIS;75005;PARIS;143542077;143267791;2004-06-01;1943-05-05;2010-08-25;48.8512219, 2.3481929;48.8512219;2.3481929
750010902;750010886;PHARMACIE 5;;PHARMACIE 5;20;;RUE;DES ÉCOLES;;75;PARIS;75005;PARIS;143268084;172704653;2000-04-27;1942-11-11;2010-08-25;48.8486599, 2.3487031;48.8486599;2.3487031
750010811;750010803;PHARM DUCELLIER;;;50;;RUE;DESCARTES;;75;PARIS;75005;PARIS;143541110;;1983-03-11;1943-05-05;2010-08-25;48.8452055, 2.3490752;48.8452055;2.3490752
750011132;750011116;PHARMACIE DE LA CONTRESCARPE;;;49;;RUE;LACEPEDE;;75;PARIS;75005;PARIS;147070197;147070197;1991-12-31;1943-05-11;2008-11-25;48.8442458, 2.3500111;48.8442458;2.3500111
750011314;750011306;PHARMACIE MONGE;;;74;;RUE;MONGE;1 PLACE MONGE;75;PARIS;75005;PARIS;143313944;147072551;2001-09-28;1942-11-11;2009-10-15;48.8425718, 2.3519846;48.8425718;2.3519846
750012445;750012411;PHARMACIE CENTRALE DU CHERCHE MIDI;;;57;;RUE;DU CHERCHE MIDI;;75;PARIS;75006;PARIS;145481276;142229709;2008-06-03;1942-10-30;2010-08-25;48.8485708, 2.3248041;48.8485708;2.3248041
750012981;750012973;PHARMACIE DARMON GOFFIN;;;105;;RUE;DE RENNES;;75;PARIS;75006;PARIS;145488076;142841086;2013-10-01;1942-11-11;2013-10-07;48.848729, 2.3286802;48.848729;2.3286802
750012965;750012957;PHARMACIE JUILLET;;;131;;BOULEVARD;RASPAIL;;75;PARIS;75006;PARIS;145483453;145483541;2008-09-01;1943-05-21;2010-08-25;48.8440591, 2.3291904;48.8440591;2.3291904
750012643;750012627;PHARM FALDINI;;;8;;RUE;DU FOUR;;75;PARIS;75006;PARIS;143260925;143258630;1970-12-14;1942-05-10;2010-08-25;48.8529433, 2.3348491;48.8529433;2.3348491
750012742;750012734;PHARM ZAGORSKI;;;6;;RUE;JACOB;;75;PARIS;75006;PARIS;143269969;143269969;1975-09-19;1942-11-11;2009-07-03;48.8547705, 2.3362217;48.8547705;2.3362217
750013211;750013203;PHARM PLAIRE;;;28;;RUE;DE SEINE;;75;PARIS;75006;PARIS;143289826;143269826;1990-08-31;1942-11-11;2009-07-03;48.8555616, 2.3366897;48.8555616;2.3366897
750013195;750013187;SELARL PHARMACIE SAINT SULPICE;;PHARMACIE ICHOUA;18;;RUE;ST SULPICE;78 RUE DE SEINE;75;PARIS;75006;PARIS;143260129;143268287;2012-08-10;1943-05-05;2012-10-04;48.8514921, 2.3368645;48.8514921;2.3368645
750014060;750014052;SARL PHARMACIE RAMAJO ANCOURT;;;23;;AVENUE;RAPP;;75;PARIS;75007;PARIS;147054125;147055965;2011-07-01;1942-10-30;2011-10-25;48.8597976, 2.3010849;48.8597976;2.3010849
750014425;750014417;PHARMACIE ECOLE MILITAIRE;;;26;;AVENUE;DE TOURVILLE;;75;PARIS;75007;PARIS;147055538;147058779;1997-01-31;1943-06-10;2009-07-03;48.8541283, 2.3084409;48.8541283;2.3084409
750013674;750013666;PHARMACIE DE L ASSEMBLEE;;;7;;RUE;DE BOURGOGNE;;75;PARIS;75007;PARIS;145515441;147055910;2008-09-01;1943-05-05;2008-09-11;48.8599028, 2.3182557;48.8599028;2.3182557
750014276;750014250;PHARM LAFRAGETTE;;;76;;RUE;DE SEVRES;;75;PARIS;75007;PARIS;147347601;140560288;1990-07-27;1943-05-11;2009-07-03;48.8475511, 2.3183826;48.8475511;2.3183826
750014714;750014706;PHARM DU DRUGSTORE DES CHAMPS ELYSEES;;;133;;AVENUE;DES CHAMPS ELYSEES;;75;PARIS;75008;PARIS;147203925;147201491;1996-02-26;1942-12-10;2009-01-09;48.8727993, 2.297003;48.8727993;2.297003
750014995;750014987;PHARMACIE FRIEDLAND;;;29;;AVENUE;DE FRIEDLAND;;75;PARIS;75008;PARIS;145611278;142890322;2013-07-15;1942-10-30;2013-08-02;48.8741607, 2.300587;48.8741607;2.300587
750015125;750015117;PHARMACIE EUROPEENNE;;;13;;RUE;DE LA TREMOILLE;11 RUE CLEMENT MAROT;75;PARIS;75008;PARIS;147233925;147239716;2007-01-03;1942-10-30;2009-01-09;48.86730015, 2.30340332;48.867300150000005;2.30340332
750014813;750014805;SELARL PHARMACIE BRINGER - GRINTAIN;;;63;;RUE;DE COURCELLES;;75;PARIS;75008;PARIS;147664232;147664232;2012-10-15;1975-09-11;2012-10-19;48.87769371, 2.30601937;48.877693709999996;2.30601937
750015075;750015067;PHARMACIE MATIGNON;;;1;;AVENUE;MATIGNON;;75;PARIS;75008;PARIS;143598655;142259852;2008-01-01;2007-03-06;2010-08-25;48.86945128, 2.31107444;48.86945128;2.31107444
750015547;750015521;PHARMACIE ISSOULIE;;;4;;RUE;TREILHARD;;75;PARIS;75008;PARIS;145632822;;1982-05-18;1943-05-28;2010-08-25;48.87680054, 2.3153016;48.87680054;2.3153016
750015224;750015216;PHARMACIE MALESHERBES;;;87;;BOULEVARD;MALESHERBES;;75;PARIS;75008;PARIS;145221874;145220857;2004-09-01;1942-10-30;2009-10-05;48.87809068, 2.31593192;48.87809068;2.3159319200000006
750015042;750015034;PHARMACIE HAUSSMANN LABORDE;;;130;;BOULEVARD;HAUSSMANN;;75;PARIS;75008;PARIS;145221672;145221463;2008-05-19;1942-10-30;2008-09-29;48.87513987, 2.31678524;48.87513987;2.31678524
750015463;750015455;PHARMACIE MODERNE;;;80;;RUE;DU ROCHER;;75;PARIS;75008;PARIS;145226962;143873305;1983-07-05;1943-06-10;2009-02-13;48.87994409, 2.31779069;48.87994409;2.31779069
750015430;750015422;PHARM PROVIDENTI;;;29;;RUE;DU ROCHER;;75;PARIS;75008;PARIS;145226861;;1983-02-25;1962-11-15;2009-02-13;48.87690353, 2.32163268;48.87690353;2.32163268
750015265;750015257;PHARMACIE BILLOT;;;51;;RUE;DES MATHURINS;56 RUE D ANJOU;75;PARIS;75008;PARIS;142654751;;1990-07-25;1942-10-30;2009-07-03;48.87340486, 2.32271522;48.87340486;2.32271522
750014763;750014755;PHARMACIE AMSALLEM FRANCK;;;1;;RUE;CLAPEYRON;;75;PARIS;75008;PARIS;143875957;143875957;1997-06-16;1942-11-12;2007-01-17;48.88098344, 2.32451499;48.88098344;2.32451499
750015760;750015752;PHARMACIE CAUMARTIN;;;24;;RUE;DE CAUMARTIN;;75;PARIS;75009;PARIS;142651028;149249955;1997-07-28;1942-10-29;2007-09-17;48.8718619, 2.3282461;48.8718619;2.3282461
750015661;750015653;GRANDE PHARMACIE DE LA PLACE BLANCHE;;;5;;PL;BLANCHE;;75;PARIS;75009;PARIS;148747799;142806915;1994-11-28;1945-03-12;2009-02-03;48.8839611, 2.3323216;48.8839611;2.3323216
750016180;750016172;PHARM SANTARELLI;;;8;;RUE;LA FAYETTE;;75;PARIS;75009;PARIS;142466201;140229713;2005-05-02;1943-07-23;2008-09-19;48.873266, 2.3343251;48.873266;2.3343251
750016412;750016404;PHARMACIE GOLDFARB MARIE;;;7;;RUE;DE MAUBEUGE;;75;PARIS;75009;PARIS;148786584;142851871;2007-01-01;1942-10-29;2007-10-09;48.876669, 2.3413359;48.876669;2.3413359
750017030;750017022;PHARM ECALLE;;;87;;RUE;LA FAYETTE;;75;PARIS;75009;PARIS;148782744;148782744;1991-12-09;1943-07-23;2011-04-20;48.8771125, 2.3482759;48.8771125;2.3482759
750017444;750017436;PHARMACIE FOUGERE;;MME JOSEPHINE FOUGERE;20;;RUE;DU FBG POISSONNIERE;;75;PARIS;75010;PARIS;140220738;140220738;1995-02-13;1942-12-30;2009-07-03;48.87237087, 2.34790385;48.87237086999999;2.34790385
750017477;750017451;PHARM COHEN SOLAL;;;118;;RUE;DU FBG POISSONNIERE;;75;PARIS;75010;PARIS;148786908;148745081;1985-11-28;1947-05-16;2009-07-03;48.87961507, 2.34952658;48.87961507;2.34952658
750017311;750017303;PHARMACIE PARIS NORD;;;18;;RUE;DE DUNKERQUE;GARE DU NORD NIVEAU 1;75;PARIS;75010;PARIS;145263831;145263831;2007-04-30;1984-06-21;2010-08-25;48.8811268, 2.3497123;48.8811268;2.3497123
750017162;750017154;PHARMACIE CHABROL;;;55;;RUE;DE CHABROL;;75;PARIS;75010;PARIS;147701051;148009242;1978-10-19;1942-12-21;2009-07-03;48.8769771, 2.3518932;48.8769771;2.3518932
750017196;750017170;SELEURL PHARMACIE DU CHATEAU D EAU;;PHARMACIE STEPHAN;25;B;RUE;DU CHATEAU D EAU;;75;PARIS;75010;PARIS;142082272;142082272;2012-09-10;1943-06-22;2012-09-12;48.87050539, 2.35953659;48.87050539;2.35953659
750017345;750017337;PHARMACIE DE LA GARE DE L EST;;;4;;RUE;DU 8 MAI 1945;HALL DE LA GARE DE L EST;75;PARIS;75010;PARIS;146075500;146076611;2009-12-16;1943-06-22;2010-08-25;48.8758746, 2.3596577;48.8758746;2.3596577
750017980;750017972;PHARMACIE MAGENTA;;;2;;PL;JACQUES BONSERGENT;30 RUE DE LANCRY;75;PARIS;75010;PARIS;142081780;142084275;2004-07-29;1943-06-22;2009-07-03;48.8706941, 2.3613833;48.8706941;2.3613833
750018061;750018053;PHARMACIE DU CANAL SAINT MARTIN;;;38;;RUE;LUCIEN SAMPAIX;;75;PARIS;75010;PARIS;146077634;142090745;2007-04-01;1942-10-30;2007-10-09;48.8733945, 2.3618053;48.8733945;2.3618053
750017691;750017683;SELAS PHARMACIE DOUMERC;;PHARMACIE DOUMERC;222;;RUE;DU FG ST MARTIN;;75;PARIS;75010;PARIS;146073471;146073396;2012-12-17;1942-10-29;2013-01-17;48.8802592, 2.3643;48.8802592;2.3643
750017964;750017956;SELAS PHARMACIE ALAIN SFEZ;;PHARMACIE ALAIN SFEZ;217;;RUE;LA FAYETTE;;75;PARIS;75010;PARIS;146078644;146076105;2011-07-01;1943-11-02;2011-07-25;48.8814792, 2.364948;48.8814792;2.364948
